,Fecha_Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
837,2004-10-27,Piso,Alquiler,Girona,62,583110,2005-02-19 00:00:00,Joaquín
838,2004-10-27,Local,Venta,Lleida,109,1029178,2005-07-13 00:00:00,Joaquín
839,2004-10-27,Parking,Alquiler,Girona,114,1040478,2005-04-29 00:00:00,Carmen
840,2004-10-27,Piso,Venta,Girona,120,1061160,2005-04-13 00:00:00,Luisa
841,2004-10-29,Suelo,Venta,Barcelona,109,942196,2005-08-31 00:00:00,Joaquín
842,2004-10-30,Casa,Venta,Barcelona,175,1712725,2005-03-12 00:00:00,Carmen
844,2004-10-31,Industrial,Venta,Tarragona,280,1485680,2005-10-23 00:00:00,Luisa
845,2004-10-31,Suelo,Alquiler,Tarragona,246,2214984,2005-09-22 00:00:00,Joaquín
847,2004-10-31,Oficina,Alquiler,Tarragona,223,1566129,2005-04-06 00:00:00,Jesús
848,2004-11-01,Casa,Venta,Tarragona,120,1003320,2005-07-18 00:00:00,Carmen
849,2004-11-01,Piso,Alquiler,Girona,159,1391091,2005-06-16 00:00:00,Carmen
850,2004-11-01,Casa,Alquiler,Girona,157,1032118,2005-06-16 00:00:00,Luisa
851,2004-11-02,Casa,Alquiler,Girona,237,1768020,2005-04-27 00:00:00,Luisa
852,2004-11-02,Piso,Venta,Tarragona,246,1708716,2005-03-16 00:00:00,Jesús
853,2004-11-02,Piso,Alquiler,Lleida,299,2430272,2005-03-26 00:00:00,Carmen
854,2004-11-03,Suelo,Venta,Girona,223,1650200,2005-08-28 00:00:00,Carmen
856,2004-11-03,Industrial,Venta,Girona,238,2379048,2005-09-08 00:00:00,María
857,2004-11-03,Oficina,Alquiler,Lleida,251,1821758,2005-06-11 00:00:00,Luisa
858,2004-11-03,Suelo,Venta,Barcelona,65,397540,2005-05-22 00:00:00,Joaquín
859,2004-11-03,Piso,Venta,Lleida,288,2242656,2005-02-11 00:00:00,Jesús
861,2004-11-04,Local,Alquiler,Barcelona,152,631560,2005-10-28 00:00:00,Joaquín
862,2004-11-06,Oficina,Alquiler,Barcelona,246,2328636,2005-03-10 00:00:00,Luisa
864,2004-11-06,Parking,Alquiler,Girona,110,523160,2005-09-11 00:00:00,Joaquín
865,2004-11-07,Parking,Venta,Girona,136,1054544,2005-09-18 00:00:00,María
867,2004-11-07,Suelo,Venta,Tarragona,127,912114,2005-09-20 00:00:00,Joaquín
868,2004-11-07,Parking,Alquiler,Lleida,183,1082079,2005-09-07 00:00:00,Carmen
869,2004-11-08,Industrial,Venta,Tarragona,245,1951180,2005-04-06 00:00:00,Luisa
870,2004-11-08,Casa,Alquiler,Tarragona,88,726352,2005-06-13 00:00:00,Joaquín
871,2004-11-09,Piso,Alquiler,Girona,185,1390460,2005-08-29 00:00:00,Jesús
872,2004-11-09,Industrial,Alquiler,Lleida,295,2923155,2005-05-06 00:00:00,Luisa
874,2004-11-09,Oficina,Alquiler,Girona,147,1259202,2005-05-03 00:00:00,Pedro
876,2004-11-09,Oficina,Alquiler,Lleida,128,549120,2005-03-16 00:00:00,Carmen
877,2004-11-10,Industrial,Alquiler,Barcelona,145,1372135,2005-04-18 00:00:00,Pedro
878,2004-11-10,Oficina,Venta,Lleida,147,1070307,2005-07-10 00:00:00,Pedro
879,2004-11-11,Parking,Alquiler,Lleida,272,1542784,2005-06-24 00:00:00,Joaquín
880,2004-11-11,Casa,Alquiler,Lleida,113,645569,2005-06-10 00:00:00,Carmen
882,2004-11-11,Piso,Venta,Girona,266,1370964,2005-10-22 00:00:00,María
883,2004-11-11,Piso,Venta,Girona,125,590875,2005-09-20 00:00:00,Carmen
885,2004-11-12,Piso,Venta,Girona,133,1191281,2005-06-28 00:00:00,Joaquín
886,2004-11-13,Suelo,Alquiler,Barcelona,160,1356160,2005-11-08 00:00:00,Luisa
888,2004-11-13,Oficina,Alquiler,Lleida,236,1420012,2005-10-31 00:00:00,Pedro
889,2004-11-13,Oficina,Venta,Tarragona,165,1598520,2005-10-11 00:00:00,Pedro
890,2004-11-13,Casa,Venta,Girona,255,2543625,2005-08-29 00:00:00,Pedro
891,2004-11-14,Casa,Alquiler,Tarragona,226,2025638,2005-05-04 00:00:00,María
892,2004-11-14,Casa,Venta,Tarragona,228,1115604,2005-09-21 00:00:00,Pedro
894,2004-11-14,Industrial,Alquiler,Barcelona,229,1341024,2005-09-12 00:00:00,Jesús
895,2004-11-14,Piso,Alquiler,Tarragona,226,1340632,2005-09-24 00:00:00,Luisa
896,2004-11-15,Suelo,Alquiler,Lleida,64,581568,2005-02-15 00:00:00,Carmen
897,2004-11-15,Casa,Venta,Barcelona,258,2449452,2005-03-14 00:00:00,Jesús
899,2004-11-16,Casa,Alquiler,Barcelona,136,1072768,2005-04-02 00:00:00,Pedro
900,2004-11-16,Parking,Alquiler,Girona,294,1653456,2005-07-18 00:00:00,Pedro
901,2004-11-17,Oficina,Alquiler,Barcelona,294,2722146,2005-11-05 00:00:00,Joaquín
902,2004-11-17,Suelo,Alquiler,Tarragona,151,1029367,2005-05-05 00:00:00,Carmen
904,2004-11-18,Local,Alquiler,Girona,116,479892,2005-11-11 00:00:00,Joaquín
908,2004-11-18,Industrial,Venta,Tarragona,127,1204595,2005-04-15 00:00:00,Carmen
909,2004-11-19,Piso,Alquiler,Tarragona,197,1506853,2005-11-16 00:00:00,Jesús
910,2004-11-20,Local,Alquiler,Barcelona,135,1036665,2005-11-08 00:00:00,Pedro
911,2004-11-20,Suelo,Alquiler,Lleida,200,1967400,2005-08-30 00:00:00,Pedro
912,2004-11-20,Suelo,Alquiler,Lleida,250,1676500,2005-08-30 00:00:00,Pedro
914,2004-11-20,Oficina,Venta,Girona,285,1869885,2005-08-10 00:00:00,Jesús
915,2004-11-21,Piso,Alquiler,Lleida,155,1511095,2005-08-20 00:00:00,María
916,2004-11-21,Parking,Venta,Tarragona,263,1719757,2005-08-28 00:00:00,Pedro
917,2004-11-22,Industrial,Alquiler,Lleida,197,1662089,2005-06-29 00:00:00,Carmen
918,2004-11-22,Casa,Alquiler,Lleida,270,1311660,2005-10-11 00:00:00,María
919,2004-11-23,Industrial,Venta,Barcelona,137,1242042,2005-08-08 00:00:00,Luisa
920,2004-11-24,Suelo,Venta,Tarragona,163,1273030,2005-06-16 00:00:00,Luisa
921,2004-11-24,Oficina,Venta,Lleida,217,1238202,2005-05-11 00:00:00,Joaquín
922,2004-11-24,Suelo,Venta,Tarragona,257,1440742,2005-07-09 00:00:00,Carmen
923,2004-11-25,Parking,Alquiler,Girona,283,2213909,2005-05-10 00:00:00,Luisa
924,2004-11-25,Parking,Alquiler,Lleida,298,2039512,2005-10-11 00:00:00,Joaquín
925,2004-11-25,Suelo,Alquiler,Barcelona,298,2376550,2005-10-19 00:00:00,Luisa
926,2004-11-25,Suelo,Alquiler,Barcelona,151,709700,2005-03-16 00:00:00,Carmen
927,2004-11-26,Industrial,Alquiler,Barcelona,283,1615647,2005-06-06 00:00:00,Joaquín
928,2004-11-27,Local,Alquiler,Tarragona,73,410260,2005-10-29 00:00:00,Carmen
929,2004-11-27,Local,Venta,Tarragona,161,1604687,2005-03-05 00:00:00,Luisa
930,2004-11-27,Suelo,Venta,Lleida,223,2053384,2005-11-13 00:00:00,Carmen
931,2004-11-29,Parking,Venta,Lleida,121,754435,2005-04-23 00:00:00,Joaquín
933,2004-11-29,Casa,Alquiler,Girona,228,2212740,2005-10-10 00:00:00,Jesús
934,2004-11-30,Oficina,Alquiler,Lleida,164,1373008,2005-06-09 00:00:00,Pedro
936,2004-12-01,Industrial,Alquiler,Girona,276,1932552,2005-10-20 00:00:00,María
938,2004-12-01,Industrial,Alquiler,Girona,216,1962360,2005-05-17 00:00:00,Pedro
939,2004-12-02,Industrial,Venta,Barcelona,249,1662822,2005-07-11 00:00:00,Luisa
941,2004-12-02,Industrial,Alquiler,Tarragona,177,1485915,2005-04-29 00:00:00,Carmen
942,2004-12-03,Piso,Venta,Tarragona,268,1273000,2005-06-16 00:00:00,Carmen
943,2004-12-03,Piso,Alquiler,Girona,66,558030,2005-12-01 00:00:00,Carmen
945,2004-12-04,Piso,Venta,Girona,243,1447551,2005-09-13 00:00:00,Pedro
946,2004-12-04,Suelo,Venta,Lleida,103,474624,2005-03-25 00:00:00,Carmen
947,2004-12-05,Piso,Alquiler,Girona,237,1725597,2005-07-07 00:00:00,Pedro
948,2004-12-05,Parking,Alquiler,Barcelona,206,1241562,2005-07-27 00:00:00,María
949,2004-12-05,Piso,Venta,Girona,233,2153852,2005-03-11 00:00:00,Pedro
950,2004-12-06,Oficina,Venta,Barcelona,65,307255,2005-10-11 00:00:00,Carmen
952,2004-12-07,Casa,Alquiler,Girona,240,1510320,2005-10-19 00:00:00,Carmen
954,2004-12-09,Suelo,Venta,Girona,200,1938400,2005-08-25 00:00:00,María
955,2004-12-09,Piso,Venta,Tarragona,80,509840,2005-05-21 00:00:00,Carmen
957,2004-12-10,Local,Alquiler,Tarragona,227,1071667,2005-05-26 00:00:00,Carmen
958,2004-12-10,Parking,Venta,Tarragona,291,1872876,2005-05-16 00:00:00,María
959,2004-12-10,Suelo,Venta,Girona,275,1732500,2005-07-10 00:00:00,Joaquín
960,2004-12-10,Parking,Alquiler,Girona,96,535584,2005-10-22 00:00:00,Carmen
961,2004-12-10,Oficina,Alquiler,Barcelona,174,1271592,2005-07-13 00:00:00,Joaquín
962,2004-12-11,Local,Venta,Lleida,190,1593720,2005-05-28 00:00:00,Pedro
963,2004-12-11,Suelo,Venta,Girona,185,1038590,2005-07-15 00:00:00,Luisa
964,2004-12-11,Industrial,Venta,Girona,56,525616,2005-08-15 00:00:00,Joaquín
965,2004-12-11,Piso,Alquiler,Lleida,213,1994532,2005-04-22 00:00:00,María
966,2004-12-12,Piso,Venta,Girona,175,722925,2005-03-18 00:00:00,Carmen
968,2004-12-14,Piso,Venta,Lleida,272,2581552,2005-10-22 00:00:00,Pedro
969,2004-12-14,Piso,Alquiler,Girona,232,1193408,2005-06-07 00:00:00,Luisa
970,2004-12-14,Piso,Venta,Lleida,200,1145600,2005-09-22 00:00:00,María
971,2004-12-14,Piso,Venta,Girona,219,1059303,2005-07-27 00:00:00,Joaquín
975,2004-12-16,Local,Alquiler,Barcelona,232,1236560,2005-11-20 00:00:00,Pedro
976,2004-12-16,Suelo,Alquiler,Barcelona,199,1494490,2005-04-04 00:00:00,Joaquín
978,2004-12-18,Casa,Alquiler,Barcelona,97,672792,2005-05-23 00:00:00,Joaquín
979,2004-12-18,Suelo,Venta,Barcelona,122,589016,2005-10-04 00:00:00,Joaquín
980,2004-12-18,Local,Venta,Girona,278,2273762,2005-11-30 00:00:00,Pedro
981,2004-12-19,Casa,Alquiler,Barcelona,212,1588940,2005-08-29 00:00:00,Carmen
982,2004-12-19,Oficina,Alquiler,Barcelona,250,1127750,2005-04-04 00:00:00,Luisa
983,2004-12-19,Suelo,Alquiler,Lleida,278,1678286,2005-04-20 00:00:00,Jesús
984,2004-12-20,Piso,Alquiler,Barcelona,270,2427300,2005-09-06 00:00:00,Pedro
985,2004-12-20,Suelo,Alquiler,Lleida,212,1753240,2005-05-14 00:00:00,Joaquín
986,2004-12-21,Industrial,Venta,Lleida,258,1894752,2005-08-21 00:00:00,Carmen
987,2004-12-21,Casa,Alquiler,Tarragona,225,2000475,2005-07-12 00:00:00,Jesús
988,2004-12-21,Piso,Venta,Lleida,81,528120,2005-07-09 00:00:00,Joaquín
989,2004-12-21,Industrial,Venta,Barcelona,182,1717898,2005-04-24 00:00:00,Pedro
990,2004-12-21,Oficina,Venta,Barcelona,233,1870757,2005-10-13 00:00:00,Luisa
991,2004-12-22,Piso,Alquiler,Girona,281,2326118,2005-07-22 00:00:00,María
992,2004-12-22,Industrial,Venta,Tarragona,201,1911510,2005-06-23 00:00:00,Luisa
993,2004-12-22,Local,Venta,Girona,187,1346961,2005-12-20 00:00:00,Joaquín
994,2004-12-22,Oficina,Venta,Tarragona,180,1414800,2005-05-29 00:00:00,Joaquín
995,2004-12-23,Parking,Alquiler,Girona,88,690184,2005-05-29 00:00:00,Carmen
997,2004-12-23,Local,Venta,Girona,219,2101743,2005-07-30 00:00:00,Luisa
999,2004-12-24,Parking,Venta,Lleida,300,2707200,2005-10-15 00:00:00,Luisa
1000,2004-12-25,Local,Venta,Barcelona,250,1368750,2005-06-07 00:00:00,Luisa
1001,2004-12-25,Piso,Alquiler,Barcelona,292,2677056,2005-07-22 00:00:00,María
1004,2004-12-26,Oficina,Alquiler,Girona,159,1437360,2005-06-12 00:00:00,Luisa
1005,2004-12-26,Suelo,Venta,Lleida,215,1706240,2005-04-25 00:00:00,Pedro
1007,2004-12-27,Casa,Venta,Lleida,121,622787,2005-05-02 00:00:00,Carmen
1008,2004-12-27,Piso,Alquiler,Tarragona,222,1266732,2005-06-23 00:00:00,Pedro
1011,2004-12-30,Oficina,Venta,Tarragona,173,1008071,2005-07-21 00:00:00,Jesús
1012,2004-12-31,Oficina,Venta,Barcelona,191,1657880,2005-09-06 00:00:00,Pedro
1013,2004-12-31,Casa,Venta,Barcelona,146,1457226,2005-11-05 00:00:00,María
1014,2004-12-31,Local,Alquiler,Barcelona,168,1508472,2005-12-03 00:00:00,Luisa
1015,2005-01-01,Parking,Alquiler,Barcelona,142,1276864,2005-10-24 00:00:00,María
1016,2005-01-01,Parking,Venta,Girona,217,2101862,2005-10-23 00:00:00,Carmen
1017,2005-01-01,Local,Alquiler,Barcelona,269,1360064,2005-08-17 00:00:00,Jesús
1019,2005-01-02,Industrial,Alquiler,Lleida,201,1176855,2005-10-07 00:00:00,María
1020,2005-01-02,Suelo,Alquiler,Girona,86,452962,2005-10-24 00:00:00,Joaquín
1021,2005-01-03,Piso,Alquiler,Tarragona,237,1177653,2005-11-10 00:00:00,Joaquín
1023,2005-01-03,Piso,Alquiler,Barcelona,172,1615424,2005-11-19 00:00:00,Carmen
1024,2005-01-04,Industrial,Alquiler,Tarragona,216,2022624,2005-05-07 00:00:00,Jesús
1025,2005-01-04,Parking,Alquiler,Barcelona,206,1231262,2005-07-10 00:00:00,Luisa
1026,2005-01-04,Casa,Alquiler,Girona,79,352972,2005-11-06 00:00:00,Joaquín
1027,2005-01-05,Casa,Venta,Lleida,81,610416,2005-11-25 00:00:00,Joaquín
1028,2005-01-05,Piso,Alquiler,Lleida,269,1089181,2005-07-25 00:00:00,Joaquín
1029,2005-01-05,Piso,Alquiler,Tarragona,221,1194505,2005-12-12 00:00:00,María
1030,2005-01-05,Industrial,Alquiler,Barcelona,143,1106677,2005-08-08 00:00:00,María
1031,2005-01-06,Industrial,Alquiler,Barcelona,170,1262250,2005-11-29 00:00:00,Luisa
1032,2005-01-06,Casa,Alquiler,Lleida,171,1236672,2005-06-07 00:00:00,Luisa
1034,2005-01-07,Industrial,Venta,Barcelona,252,2398788,2005-11-19 00:00:00,Jesús
1035,2005-01-07,Local,Venta,Lleida,180,1636560,2005-08-31 00:00:00,Luisa
1036,2005-01-08,Industrial,Venta,Lleida,271,2496723,2005-12-12 00:00:00,Jesús
1037,2005-01-08,Piso,Alquiler,Girona,59,325326,2005-04-09 00:00:00,Carmen
1038,2005-01-09,Casa,Alquiler,Lleida,264,1441440,2005-10-28 00:00:00,Pedro
1039,2005-01-09,Local,Venta,Barcelona,162,1315440,2005-09-16 00:00:00,Jesús
1040,2005-01-09,Local,Alquiler,Tarragona,286,1732302,2005-08-26 00:00:00,Joaquín
1042,2005-01-11,Suelo,Alquiler,Tarragona,186,1844004,2005-06-19 00:00:00,Pedro
1043,2005-01-11,Piso,Alquiler,Tarragona,217,1603196,2005-12-11 00:00:00,Joaquín
1044,2005-01-11,Parking,Alquiler,Girona,260,2402920,2005-10-09 00:00:00,Joaquín
1045,2005-01-11,Suelo,Alquiler,Girona,240,1823280,2005-09-04 00:00:00,Luisa
1047,2005-01-12,Casa,Alquiler,Barcelona,279,2362572,2005-09-25 00:00:00,Luisa
1048,2005-01-12,Oficina,Venta,Barcelona,73,672987,2005-04-21 00:00:00,Joaquín
1049,2005-01-12,Casa,Venta,Tarragona,120,703680,2005-09-16 00:00:00,Carmen
1050,2005-01-12,Parking,Venta,Lleida,246,1940448,2005-10-08 00:00:00,Pedro
1053,2005-01-14,Oficina,Alquiler,Barcelona,251,2138771,2005-05-15 00:00:00,Carmen
1054,2005-01-14,Local,Alquiler,Lleida,149,1250408,2005-10-30 00:00:00,Pedro
1055,2005-01-15,Suelo,Alquiler,Girona,45,300105,2005-06-02 00:00:00,Carmen
1057,2005-01-15,Parking,Venta,Barcelona,221,1919827,2006-01-06 00:00:00,Joaquín
1060,2005-01-17,Industrial,Venta,Barcelona,45,259515,2005-12-17 00:00:00,Joaquín
1061,2005-01-18,Parking,Venta,Tarragona,68,652052,2005-09-20 00:00:00,Joaquín
1062,2005-01-19,Oficina,Venta,Barcelona,213,1886541,2005-09-05 00:00:00,Jesús
1063,2005-01-19,Piso,Alquiler,Girona,80,607200,2005-11-20 00:00:00,Carmen
1064,2005-01-19,Industrial,Alquiler,Lleida,200,1502800,2005-10-14 00:00:00,Joaquín
1065,2005-01-20,Suelo,Venta,Girona,287,2808008,2005-06-24 00:00:00,Pedro
1067,2005-01-21,Parking,Venta,Barcelona,221,1471197,2005-10-17 00:00:00,Joaquín
1068,2005-01-21,Local,Venta,Tarragona,108,1065744,2005-05-03 00:00:00,Pedro
1069,2005-01-21,Parking,Venta,Lleida,232,1162784,2005-08-23 00:00:00,Pedro
1070,2005-01-21,Parking,Venta,Girona,118,1134452,2005-04-27 00:00:00,Carmen
1071,2005-01-22,Piso,Alquiler,Girona,132,592152,2005-04-23 00:00:00,Carmen
1072,2005-01-22,Oficina,Alquiler,Tarragona,246,2083866,2005-07-25 00:00:00,Luisa
1073,2005-01-22,Industrial,Alquiler,Lleida,293,2141830,2005-09-19 00:00:00,Joaquín
1074,2005-01-23,Parking,Alquiler,Barcelona,290,2275050,2005-09-20 00:00:00,Jesús
1076,2005-01-23,Local,Alquiler,Barcelona,212,1911604,2006-01-14 00:00:00,María
1077,2005-01-24,Oficina,Alquiler,Barcelona,254,1850644,2005-11-28 00:00:00,Carmen
1079,2005-01-24,Local,Alquiler,Lleida,287,2279354,2005-12-15 00:00:00,Joaquín
1080,2005-01-24,Piso,Alquiler,Barcelona,180,1128420,2005-10-13 00:00:00,Carmen
1081,2005-01-25,Oficina,Venta,Tarragona,173,1615128,2005-05-06 00:00:00,Carmen
1082,2005-01-25,Oficina,Alquiler,Tarragona,210,1332030,2006-01-02 00:00:00,Carmen
1083,2005-01-25,Parking,Alquiler,Girona,287,1370138,2005-05-03 00:00:00,Joaquín
1084,2005-01-25,Industrial,Venta,Barcelona,47,424175,2005-06-19 00:00:00,Joaquín
1085,2005-01-25,Piso,Alquiler,Lleida,260,2546180,2005-05-23 00:00:00,Carmen
1086,2005-01-26,Parking,Alquiler,Tarragona,197,1199730,2006-01-13 00:00:00,Luisa
1088,2005-01-27,Industrial,Venta,Barcelona,168,1081248,2005-06-01 00:00:00,Carmen
1089,2005-01-28,Local,Alquiler,Barcelona,253,1816793,2005-10-22 00:00:00,Pedro
1091,2005-01-29,Piso,Alquiler,Tarragona,299,2130375,2005-10-28 00:00:00,Carmen
1092,2005-01-31,Parking,Alquiler,Girona,222,2209344,2005-09-09 00:00:00,Carmen
1093,2005-02-01,Piso,Venta,Barcelona,139,1187477,2005-05-31 00:00:00,Carmen
1094,2005-02-01,Local,Venta,Barcelona,300,1772700,2006-01-03 00:00:00,María
1097,2005-02-01,Suelo,Venta,Barcelona,262,1960808,2005-09-11 00:00:00,Pedro
1099,2005-02-02,Piso,Alquiler,Tarragona,243,1814238,2006-01-29 00:00:00,Jesús
1100,2005-02-02,Suelo,Alquiler,Lleida,73,468952,2005-06-11 00:00:00,Joaquín
1101,2005-02-02,Casa,Venta,Tarragona,268,1950772,2005-06-02 00:00:00,Joaquín
1104,2005-02-03,Parking,Alquiler,Tarragona,97,541648,2005-06-11 00:00:00,Carmen
1105,2005-02-04,Oficina,Venta,Girona,141,1279434,2005-09-26 00:00:00,Carmen
1106,2005-02-05,Suelo,Alquiler,Tarragona,105,650580,2005-05-26 00:00:00,Carmen
1107,2005-02-05,Industrial,Alquiler,Lleida,199,1009328,2005-12-04 00:00:00,Pedro
1108,2005-02-05,Parking,Alquiler,Tarragona,286,2064634,2005-05-26 00:00:00,Carmen
1111,2005-02-06,Industrial,Alquiler,Barcelona,210,1602300,2005-06-26 00:00:00,Pedro
1112,2005-02-06,Parking,Venta,Tarragona,157,1323353,2005-07-25 00:00:00,Luisa
1116,2005-02-08,Casa,Alquiler,Girona,154,1037498,2005-09-20 00:00:00,Luisa
1117,2005-02-09,Parking,Alquiler,Lleida,293,2741308,2005-10-20 00:00:00,María
1118,2005-02-10,Local,Alquiler,Barcelona,286,1912482,2005-11-26 00:00:00,Pedro
1119,2005-02-10,Local,Venta,Girona,180,1707660,2005-07-28 00:00:00,Joaquín
1120,2005-02-10,Piso,Venta,Lleida,176,1592624,2005-05-20 00:00:00,Carmen
1121,2005-02-11,Piso,Venta,Girona,228,1339044,2005-12-14 00:00:00,Pedro
1122,2005-02-11,Oficina,Venta,Girona,157,879357,2005-05-17 00:00:00,Joaquín
1123,2005-02-11,Piso,Venta,Girona,208,1215344,2005-05-27 00:00:00,Jesús
1124,2005-02-13,Casa,Alquiler,Tarragona,245,2287075,2006-01-31 00:00:00,Luisa
1127,2005-02-14,Parking,Venta,Barcelona,229,1859480,2006-01-06 00:00:00,Joaquín
1129,2005-02-15,Casa,Alquiler,Barcelona,58,444338,2005-06-04 00:00:00,Carmen
1130,2005-02-15,Parking,Venta,Barcelona,156,795912,2006-01-06 00:00:00,Carmen
1132,2005-02-15,Oficina,Venta,Lleida,132,712404,2005-08-03 00:00:00,Carmen
1134,2005-02-16,Casa,Alquiler,Tarragona,58,349102,2005-10-22 00:00:00,Carmen
1135,2005-02-16,Suelo,Venta,Lleida,67,297882,2006-02-08 00:00:00,Joaquín
1137,2005-02-16,Casa,Venta,Barcelona,257,1066550,2005-09-23 00:00:00,Carmen
1139,2005-02-16,Suelo,Venta,Tarragona,140,1318660,2005-10-16 00:00:00,Pedro
1140,2005-02-16,Parking,Venta,Lleida,179,1601334,2005-11-07 00:00:00,Jesús
1141,2005-02-16,Casa,Venta,Tarragona,230,1033850,2005-10-30 00:00:00,María
1142,2005-02-17,Suelo,Alquiler,Barcelona,254,1394206,2005-05-28 00:00:00,Carmen
1143,2005-02-17,Suelo,Alquiler,Barcelona,256,2176768,2006-02-13 00:00:00,Carmen
1144,2005-02-17,Piso,Alquiler,Tarragona,106,850226,2005-09-02 00:00:00,Joaquín
1145,2005-02-17,Oficina,Venta,Barcelona,198,1090782,2006-02-01 00:00:00,Joaquín
1146,2005-02-18,Industrial,Alquiler,Lleida,153,1519137,2005-06-20 00:00:00,Carmen
1148,2005-02-18,Oficina,Alquiler,Lleida,61,481656,2005-09-18 00:00:00,Carmen
1150,2005-02-18,Local,Venta,Barcelona,158,1308398,2006-02-05 00:00:00,Carmen
1151,2005-02-19,Local,Venta,Girona,224,1966272,2005-12-02 00:00:00,Pedro
1152,2005-02-19,Suelo,Venta,Lleida,272,2021232,2005-10-16 00:00:00,Jesús
1153,2005-02-20,Piso,Alquiler,Barcelona,292,2865688,2005-08-21 00:00:00,Carmen
1154,2005-02-20,Suelo,Venta,Tarragona,94,857374,2005-12-11 00:00:00,Carmen
1155,2005-02-20,Industrial,Venta,Tarragona,251,1305200,2005-12-18 00:00:00,Luisa
1156,2005-02-20,Local,Venta,Girona,254,1614170,2006-01-18 00:00:00,María
1157,2005-02-20,Oficina,Venta,Barcelona,298,2436448,2005-08-13 00:00:00,Carmen
1158,2005-02-20,Industrial,Venta,Tarragona,214,1823708,2005-09-16 00:00:00,Joaquín
1159,2005-02-21,Industrial,Venta,Barcelona,276,2148384,2005-10-12 00:00:00,Jesús
1160,2005-02-22,Suelo,Venta,Lleida,197,1594715,2006-01-15 00:00:00,Luisa
1161,2005-02-22,Local,Venta,Tarragona,111,698301,2005-10-23 00:00:00,Joaquín
1162,2005-02-22,Industrial,Alquiler,Tarragona,81,523989,2005-10-13 00:00:00,Joaquín
1163,2005-02-22,Parking,Venta,Lleida,174,750984,2005-07-07 00:00:00,Joaquín
1164,2005-02-23,Suelo,Alquiler,Lleida,214,1665134,2005-10-21 00:00:00,Pedro
1165,2005-02-23,Piso,Alquiler,Lleida,227,1820540,2005-10-12 00:00:00,Luisa
1166,2005-02-23,Parking,Venta,Lleida,152,1076464,2005-05-27 00:00:00,Pedro
1167,2005-02-24,Piso,Venta,Girona,206,1136502,2006-01-22 00:00:00,Pedro
1168,2005-02-24,Casa,Alquiler,Tarragona,150,1051500,2006-02-17 00:00:00,Joaquín
1171,2005-02-24,Oficina,Venta,Girona,188,1697640,2005-08-04 00:00:00,Luisa
1175,2005-02-26,Casa,Venta,Barcelona,133,1305129,2005-12-22 00:00:00,Joaquín
1177,2005-02-27,Parking,Venta,Tarragona,219,1468614,2005-10-10 00:00:00,Pedro
1181,2005-03-01,Suelo,Venta,Girona,177,1203246,2006-02-20 00:00:00,Carmen
1184,2005-03-02,Piso,Venta,Barcelona,236,1388388,2006-02-04 00:00:00,Joaquín
1188,2005-03-03,Piso,Alquiler,Barcelona,255,1471605,2005-10-11 00:00:00,Carmen
1189,2005-03-03,Parking,Venta,Girona,153,1401633,2005-09-14 00:00:00,Carmen
1190,2005-03-03,Industrial,Venta,Barcelona,142,1256274,2005-07-21 00:00:00,Pedro
1191,2005-03-04,Casa,Alquiler,Girona,235,2055310,2006-01-03 00:00:00,Jesús
1192,2005-03-04,Casa,Alquiler,Barcelona,239,1320236,2005-08-03 00:00:00,Carmen
1195,2005-03-05,Suelo,Venta,Girona,124,614048,2005-07-13 00:00:00,Joaquín
1198,2005-03-06,Oficina,Alquiler,Barcelona,42,235746,2005-07-25 00:00:00,Joaquín
1200,2005-03-07,Suelo,Venta,Tarragona,54,298350,2005-06-14 00:00:00,Carmen
1201,2005-03-07,Suelo,Alquiler,Tarragona,139,1100046,2005-08-28 00:00:00,María
1202,2005-03-07,Industrial,Venta,Lleida,237,1013175,2006-01-10 00:00:00,Pedro
1203,2005-03-07,Oficina,Venta,Barcelona,255,2151435,2005-08-26 00:00:00,Pedro
1204,2005-03-07,Local,Venta,Barcelona,213,2105079,2005-07-25 00:00:00,Joaquín
1206,2005-03-07,Oficina,Venta,Tarragona,250,1531000,2006-02-09 00:00:00,Joaquín
1207,2005-03-08,Suelo,Alquiler,Girona,236,1449512,2006-02-05 00:00:00,Joaquín
1208,2005-03-08,Piso,Alquiler,Girona,91,395850,2005-12-10 00:00:00,Carmen
1209,2005-03-09,Suelo,Alquiler,Lleida,247,1504477,2006-01-03 00:00:00,Jesús
1211,2005-03-10,Casa,Venta,Barcelona,143,1246960,2005-09-28 00:00:00,Carmen
1212,2005-03-10,Casa,Venta,Tarragona,154,1238006,2005-09-04 00:00:00,María
1215,2005-03-10,Piso,Alquiler,Lleida,281,2688046,2005-10-24 00:00:00,Luisa
1216,2005-03-11,Casa,Venta,Barcelona,184,1830800,2006-01-25 00:00:00,Pedro
1217,2005-03-11,Piso,Venta,Girona,241,1729416,2005-09-18 00:00:00,Carmen
1218,2005-03-11,Suelo,Venta,Barcelona,251,2234653,2005-08-01 00:00:00,Luisa
1219,2005-03-12,Parking,Venta,Tarragona,90,438480,2005-10-23 00:00:00,Joaquín
1220,2005-03-12,Local,Alquiler,Barcelona,269,2032295,2005-11-27 00:00:00,Joaquín
1221,2005-03-12,Piso,Alquiler,Tarragona,245,1377880,2005-07-10 00:00:00,Joaquín
1222,2005-03-12,Parking,Venta,Girona,181,1805475,2005-06-10 00:00:00,María
