,Fecha_Alta,Tipo,Operación,Provincia,Superficie,Precio Venta,Fecha Venta,Vendedor
3216,2007-03-14,Industrial,Venta,Girona,161,1020257,,
3221,2007-03-16,Parking,Venta,Girona,138,1034034,,
3235,2007-03-20,Casa,Alquiler,Girona,292,2765240,,
3242,2007-03-22,Suelo,Venta,Girona,135,1096470,,
3252,2007-03-24,Casa,Venta,Girona,172,1389072,,
3254,2007-03-26,Oficina,Venta,Girona,221,1194726,,
3255,2007-03-26,Piso,Alquiler,Girona,266,2010960,,
3256,2007-03-26,Suelo,Alquiler,Girona,128,912256,,
3272,2007-04-02,Local,Alquiler,Girona,112,739872,,
3280,2007-04-06,Casa,Alquiler,Girona,276,2336340,,
3282,2007-04-07,Oficina,Venta,Girona,279,2384334,,
3292,2007-04-10,Local,Alquiler,Girona,151,1028159,,
3293,2007-04-10,Piso,Alquiler,Girona,128,818176,,
3294,2007-04-11,Parking,Venta,Girona,123,1088181,,
3298,2007-04-12,Parking,Alquiler,Girona,131,1224850,,
3299,2007-04-12,Local,Alquiler,Girona,156,881868,,
3303,2007-04-12,Piso,Venta,Girona,128,1270400,,
3306,2007-04-14,Parking,Venta,Girona,221,1533077,,
3316,2007-04-20,Casa,Venta,Girona,247,1804088,,
3330,2007-04-27,Local,Venta,Girona,110,845790,,
